,shop_name,review,stars
5346,Cuv̩e Coffee Bar,""" 10/20/2016 Wonderful coffee bar in East Austin. Big open space with a chill vibe. I had a delicious pour over coffee during my visit.  However","I wouldn't recommend the breakfast tacos--tortillas were way soggy from sitting in the warmer. """
5347,Cuv̩e Coffee Bar,""" 5/23/2016 1 check-in This high octane good bean coffee shop might be a little yuppy for its own good in morphing east Austin.  It has a clean upscale sterility of Josh Hartnets dot com office in 40 days and 40 nights.  Even the should be Grrrrl powered short haired feminist at the counter was more of a corporate zombie clone than a lucid bright 21st century goddess you'd expect from the supposed hot bed of Austin's multiculturalism.  Sleek designer wallpaper",and wood table workstations you might see from an ad in Dwell magazine added a sort of soulless sterility to the sleepy Monday morning of East Austin.  The outdoor perch is a narrow slab of sidewalk in front of Cuvee
5348,Cuv̩e Coffee Bar,""" 9/15/2016 2 check-ins Good coffee and a cool spot in east Austin",but there's no wifi which makes it hard to go here often. Their coffee is also nitro-brewed
5349,Cuv̩e Coffee Bar,""" 9/29/2016 I stopped by for the first time recently","and ended up staying for over an hour. The architectural style is """"warehouse."""" I loved the little parking lot just for guests"
5350,Cuv̩e Coffee Bar,""" 3/30/2016 1 check-in Listed in Texas",2016 Reviews
5351,Cuv̩e Coffee Bar,""" 11/30/2016 Great coffee",beer and wine. This is such a cute spot. You can also rent out the venue for parties! They will set up the place to your liking and it was the perfect spot for our Birthday Party. The price was great
5352,Cuv̩e Coffee Bar,11/29/2016 Anyone complaining about wifi please delete your post.  You are wasting valuable space for people trying to talk about coffee.  Grow up.  This isn't your office.  No one owes you wifi.  Stop being a shitty customer.  If I've learned anything from working in the service industry it's that the customer is almost always wrong.,4.0 star rating
5353,Cuv̩e Coffee Bar,""" 11/25/2016 Great spot for early evening coffee/tea.  Not sure what it's like later at night","but I enjoyed the laid back atmosphere from 5-7pm.  Service was great as well.  Look forward to going back sometime. """
5354,Cuv̩e Coffee Bar,""" 8/27/2016 2 check-ins This place has my heart.... My latte heart!! I challenge you to find better. The baristas",the coffee
5355,Cuv̩e Coffee Bar,11/26/2016 No wifi! 'Nough said. Got the 2 stars for the decor and great coffee. Though the barstools are really uncomfortable!!,2.0 star rating
5356,Cuv̩e Coffee Bar,""" 2/26/2016 1 check-in Listed in Hello Yelp 100 - it's 2016",My Fix
5357,Cuv̩e Coffee Bar,10/9/2016 You can find me at Cuvee almost every other morning. They make great coffee and their baristas are awesome. The nitro cold brew (Black and Blue) is the best. We are fortunate to have it on tap at work and it is dangerously good and addicting.   Pro tip: grab a cold brew at Cuvee and then walk over to Counter Cafe East for breakfast on the weekends.  They do NOT however have wifi but people are always there working. I get their stance but would love to have the wifi.,5.0 star rating
5358,Cuv̩e Coffee Bar,""" 6/7/2016 Service is one of those things that goes unnoticed until it becomes an issue.  I came here after having seeing their cans of coffee all over Austin and hearing that they have good coffee and a cool vibe and environment. This is all true - there is plenty of seating both indoors and out",their coffee is pretty solid
5359,Cuv̩e Coffee Bar,""" 6/27/2016 2 check-ins This is a cute coffee place that serves great cold brew. We went here since they allow dogs to sit on their little outdoor area. Inside",they had an area where you could fill up a water bowl for your dog and treats for dogs too. As for coffee
5360,Cuv̩e Coffee Bar,""" 3/23/2016 While I get the reasoning behind no wifi",as someone who works remotely it definitely effects my decision on where to get coffee. If they had Wifi
5361,Cuv̩e Coffee Bar,""" 1/2/2016 5 check-ins Listed in Best of the East Side",Coffee Shops for Writers Cuvee makes the best flat white and other espresso based drinks in Austin. The beans roasted ioff-site are high quality
5362,Cuv̩e Coffee Bar,9/5/2016 1 check-in Pretty GREAT coffee. Check out their cold brew. I also love how they have beers and wines available as well :),4.0 star rating
5363,Cuv̩e Coffee Bar,""" 3/20/2016 1 check-in Listed in Yelp 100 Challenge 2016 Unlike the failed HERO ordinance of Houston",Texas
5364,Cuv̩e Coffee Bar,3/15/2016 1 check-in Delicious coffee? Check. Nice beer selection? Yup Friendly service? Yes indeed.  What else do you need in a place to grab a morning perk or afternoon pint?  No complaints. Hope to make it out to a pint night there soon.,4.0 star rating
5365,Cuv̩e Coffee Bar,""" 7/1/2016 Stopped by Cuv̩e out of curiosity as well as convenience - dropped bf off at work near E 6th/Chicon and have business in East Austin later in morning",so instead of driving back home thought it better to stay in the area. Wrong!  * Service sucks - I'll give the barista credit for saying hello when I walked in (only 2 other customers)
5366,Cuv̩e Coffee Bar,""" 8/24/2016 Great espresso",interesting decor
5367,Cuv̩e Coffee Bar,""" 11/4/2016 Coffee and ambiance get 5 stars but I just don't get the no wifi. I can see the motivation of keeping people """"disconnected"""" and socializing but the reality is when I was there nearly half the people were on their computers trying to steal slow internet from the neighbors. """,3.0 star rating
5368,Cuv̩e Coffee Bar,""" 7/22/2016 1 check-in Nitro coffee",need I say more? I am actually!  This place offers two options for espresso as well
5369,Cuv̩e Coffee Bar,""" 11/5/2016 Best coffee ever. Period. I actually hate this place now",because other coffee is ruined. Plus they have beer and wine! If I could give this place six stars
5370,Cuv̩e Coffee Bar,""" 10/17/2016 Good espresso -- I expected a bit better",but still well made.  Nice decor and seating.  But no wi-fi means I won't make it there often.  I'll be back
5371,Cuv̩e Coffee Bar,""" 5/24/2015 Updated review 3 check-ins ROTD 8/27/2015 I really hate the fact that reviews from people who think every coffee shop should be their own personal workspace are bringing down the overall rating of Cuv̩e.  They don't have wifi. Deal with it. Who ever said that free wifi at coffee shops should be """"mandatory"""" anyway? Cuv̩e wants to foster an environment for an enjoyable social experience without having everyone stare at their screens.  IMHO","they have some of the best coffee beans in the country!!! Don't let the haters and unrealistic reviews keep you away """
5372,Cuv̩e Coffee Bar,9/25/2016 I stopped by while waiting for a spot at counter cafe with my friend. The vibe was immediately pretentious with the odd espresso machines and counter layout but I moved past it. I got a *small* iced mocha that rang up over $5!  The drinks are ridiculously priced when the espresso (in my drink and my friends) was clearly low-grade or just pulled terribly because it was very sour. The quality was low for the high prices.,2.0 star rating
5373,Cuv̩e Coffee Bar,""" 12/21/2015 The vibe was relaxing. The fact that the space opens up to the outdoors is also great on a fair-weathered day. The coffee was also good here - but I wouldn't say that it stands out considering that there's many other coffee shops in town. What makes this place stands out is pretty evident if you do bother going through other Yelpers' reviews - it's the cold-brew",nitrogenated coffee
5374,Cuv̩e Coffee Bar,""" 11/18/2016 I wanted a nonfat latte",but they didn't have nonfat milk (1% is the lowest they go) so I ended up getting an espresso. I heard a lot of good things about this place and was excited to try some locally roasted coffee
5375,Cuv̩e Coffee Bar,""" 4/27/2015 I had just had brunch at Hi Hat and was in the mood for some espresso. This being just a block down the street seemed like a good place to walk to to get one on a beautiful day. The woman taking my order and making the espresso was very nice. The woman who checked me out was not as nice",but nice nonetheless. The espresso itself was good
5376,Cuv̩e Coffee Bar,4/20/2016 1 check-in Coffee is good and lots of good seating.  No WiFi is annoying and staff could use a bit of an attitude adjustment.  What bothered me the most was that they AUTOMATICALLY add a 20% tip to the POS system.  So if you're not paying attention you will tip regardless of your experience.  That is absolutely ridiculous.  I greatly appreciate good service when I get it.  I get a coffee at another local coffee shop almost daily and ALWAYS tip them.  But they don't just assume I'm going to.  If your employees are that hard up for tips you aren't paying them enough.  I likely won't be back because of this.,2.0 star rating
5377,Cuv̩e Coffee Bar,""" 8/20/2016 Your brewchata was $4",really small
5378,Cuv̩e Coffee Bar,""" 12/11/2015 I've only lived in Austin about 13 days and I've probably been to this place about six times already.  Everyone who works there is always nice",and they serve Tacodeli tacos which are freaking delicious.  I've had a couple different types of coffee drinks. Iced coffee
5379,Cuv̩e Coffee Bar,""" 1/4/2016 Updated review The home of black and blue coffee! If you want """"real deal"""" coffee this is the place to be. I love the fun energetic atmosphere and my coffee snob bf loves their pour over. It's clear they take care into each cup of coffee they pour. The only downside is that it's tough to do work here because there is no wifi Black and blue """,4.0 star rating
5380,Cuv̩e Coffee Bar,""" 9/5/2015 3 check-ins I love cuvee coffee roasters and you can find their coffee at many cafes around town.  I am especially in love with their ntiro Black & Blue coffee",which just doesn't taste as good from a can
5381,Cuv̩e Coffee Bar,""" 9/27/2016 You can't beat the cold brew at Cuv̩e","and the baristas here are very friendly. """
5382,Cuv̩e Coffee Bar,""" 10/26/2015 4 check-ins The vibe is a little different from the usual shop in this town. Clean",modern
5383,Cuv̩e Coffee Bar,10/13/2015 1 check-in Canned nitro coffee is what brought me in on a recent visit to Austin. I also ended up getting a to go cup as well. The staff was friendly. The bathrooms are very clean. This looks like a nice place to hang out if you need to catch up on work- but there's no free wifi so there isn't a bunch of college kids milling about. I'll be back! Canned nitro to go Iced nitro,4.0 star rating
5384,Cuv̩e Coffee Bar,""" 8/25/2015 9 check-ins Cuv̩e is one of the best roasters in town and their espresso with steamed milk is on point. You can buy their beans and enjoy those at home too...but I've always found my cortado / cappuccino / latte to be especially good when I order at their coffee bar.  For a unique cold coffee",try their nitro version on tap. I personally don't crave it but it's a popular one with the locals...and more and more beyond Austin.  Everybody hatin' because they don't provide wifi but that's not a reason to dock stars on a review if they've made their intentions clear (which they do). Come here with a friend or to read a book. It's a great space with lovely people.  Also
5385,Cuv̩e Coffee Bar,""" 6/22/2016 NO WIFI. The coffee is fine",theyvhave beer
5386,Cuv̩e Coffee Bar,""" 3/14/2016 2 check-ins Cuvee is our go to spot for coffee in East Austin. Add in the fact that the bar has a stellar beer/wine section and a great vibe to boot","and you really can't go wrong any time of the day at Cuvee. The staff is great and the drinks are delicious...what more do you need? """
5387,Cuv̩e Coffee Bar,""" 3/23/2016 Great coffee",I'd put it as the best next only to Texas coffee traders which is still a great compliment.  I would say a 3 due to lack of wifi and to be unfortunately the way when I asked the barista responded.  As a non millennial lundite maybe wanting to make a statement
5388,Cuv̩e Coffee Bar,""" 11/1/2016 Cuvee is one of my favorite places to visit when I'm in Austin for their nitro cold brew","but I also hired them to cater the coffee every morning for a 3 day conference I held in downtown Austin. The coordinators were extremely helpful throughout the year while I was planning and everything went great the days of the event. Their coffee was still delicious after it had been sitting out for a few hours at our event. My only regret was not hiring them to provide more coffee every afternoon too! I would highly recommend their locations and coffee catering services. """
5389,Cuv̩e Coffee Bar,""" 12/8/2014 1 check-in Listed in ShangriLa Le-Dah & other East Side Shenanigans",Life is like a cup of coffee Cuv̩e Coffee Black & Blue is the best cold brewed coffee I have had. It is the first nitrgonated coffee which gives it a nice thick frothiness. Its rich nutty flavor reminiscent of a porter makes it simply the best.  The custom metal work that makes up the bar
5390,Cuv̩e Coffee Bar,""" 2/20/2016 Tremendous product with stellar","competent baristas. One of my favorite espresso shots in Texas. Super affordable since they roast their beans not too far away.  I wish I lived closer to this gem. """
5391,Cuv̩e Coffee Bar,""" 1/18/2015 Crowlers!!! Like growlers",but so much better - 32 ounce cans of the beer of your choice
5392,Cuv̩e Coffee Bar,""" 7/26/2016 Made a trip to Austin and am glad I stopped by here. Someone from Spider House said this place served what nitro coffee should be. My first time drinking it and did enjoy it as the coffee was smooth and complex. The price was very good too compared to other places around Austin. If I were a local","I'd definitely visit often. """
5393,Cuv̩e Coffee Bar,""" 1/4/2016 Listed in Spawn Friendly",Old Yelper
5394,Cuv̩e Coffee Bar,""" 11/24/2014 1 check-in Their new location is on east 6th & I was super eager to try this new spot. They were only 10 days old when I stopped in so things might have changed since then (eek - took me a hot minute to write my review).  The service was great and my drink was delicious... but I was a bit bummed they didn't have WiFi. I love their intention to have patrons connect more vs getting on the internet","but I love coming to great coffee shops (which this is) and getting work done. Yummy espresso with almond milk """
5395,Cuv̩e Coffee Bar,9/5/2016 A coffee shop with no wifi. Seriously?,1.0 star rating
5396,Cuv̩e Coffee Bar,""" 2/8/2016 Cuvee is a wonderful place to enjoy some of the best coffee that Austin has to offer with a friend. Take heed that this is not a place to come and work on your laptop all day. There's no WiFi. As a result",you usually see people here talking and enjoying each other's company. I appreciate that because I've been to too many places where every table is occupied by someone at a laptop
5397,Cuv̩e Coffee Bar,7/28/2016 1 check-in Their nitro coffee from the tap is the best coffee that I've ever had in my life. You can truly sip on it without adding anything to the coffee.,5.0 star rating
5398,Cuv̩e Coffee Bar,""" 7/28/2016 Pretty cut and dry Great Coffee",Knowledgeable Baristas
5399,Cuv̩e Coffee Bar,""" 5/1/2015 2 check-ins Cuvee makes amazing coffee. That is a given. You get it most grocery stores in town. But who knew they also had an awesome coffee shop! Great staff working there",both nice to talk to and extremely knowledgeable about coffee. They have coffee the usual ways
5400,Cuv̩e Coffee Bar,""" 11/15/2015 Staff was stressed and missing orders","cortado came out looking like something that Starbucks wouldn't have served. Silver lining was the roast quite nice. Not the same experience I had last time I was here Tough to look but taste was good. """
5401,Cuv̩e Coffee Bar,""" 1/14/2016 1 check-in Listed in Austin City Limits Great pour-over coffee (that even comes in cans)",rotating beer taps
5402,Cuv̩e Coffee Bar,""" 10/7/2015 Stopped in for lunch",was in the area and curious what was inside. It's definitely a coffee bar and specialize in a nitrogen cold coffee
5403,Cuv̩e Coffee Bar,""" 1/24/2016 I ordered a cortado at Cuv̩e this morning.  It wasn't on the menu but they were happy to make it for me anyway.  They were out of the usual glasses so they served it in a cappuccino cup","which was fine.  The coffee was good.  They had a small selection of pastries at the register.  My bran muffin was good and plenty big.  The staff were all friendly.  They serve beer and wine later in the day. """
5404,Cuv̩e Coffee Bar,""" 10/29/2015 Ok",where do I start with this place.   It's not hard to run a coffee shop.  There are basically 3 steps:   Have coffee
5405,Cuv̩e Coffee Bar,12/3/2015 1 check-in Best coffee I've had in a long time.  Loved the atmosphere and friendliness of the staff!  Very laid back vibe and they even offer a few bites to eat.  I wasn't sure I'd make it down to the cafe and how I'd like the coffee etc....but I'm so glad I went!  Well worth the two trips over!  Looking forward to going back! Cold brew Black & Blue! #nitrocoffee Fans for life! Cold brew coffee to die for!,5.0 star rating
5406,Cuv̩e Coffee Bar,6/26/2015 Listed in Best of Austin Very hip East Sixth coffee shop!,4.0 star rating
5407,Cuv̩e Coffee Bar,""" 11/29/2015 An inventive",modern coffee house that will surely be redefining the way Austin brews. Try the black and blue on nitro (also available in cans) and definitely partake in some of their baked goods
5408,Cuv̩e Coffee Bar,""" 9/4/2015 I was really excited about coming here and knocking out a few homework problems in between classes. After I got my drink (which was delicious)","I noticed that I couldn't connect to the wifi to work on my homework. I asked the cashier if it was broken and he said rather abruptly """"No"
5409,Cuv̩e Coffee Bar,""" 9/15/2016 Nitro coffee is explosive. I feel it in my eyes","face and center of gravity. All around great boost and feeling. Don't drink it after 2:00 pm. Animo and Salud! """
5410,Cuv̩e Coffee Bar,""" 5/13/2015 1 check-in There espresso with milk at cuvee was great. Not just great exceptional.  (Known everywhere else as a a cappuccino).    I loved there retro signage on the building and there painint on the wall both very unique.  I also tried some of there breakfast tacos. They were good in hurry. They arent made to order so they are sitting in foil. Still warm but you can tell they have been sitting for a little bit.  But its a coffee shop not a breakfast joint.  They do have three kinds of salsa and those were all very tasty.  Lastly they have both beer on tap","it was to early for that and there very on canned cold brew. I grabbed one of those for the road.   Ill update later on that experience.  This by far the best coffee I had whike i was visiting Austin. Espresso w milk also known as a cappuccino. Retro signage. Love it. """
5411,Cuv̩e Coffee Bar,""" 6/7/2015 1 check-in What an amazing looking place. The design is something. I had the 8oz latte and the delicious juicy coffee cake. The two staff were super cool and super nice",not what you see in LA barista's. Excellent place to hang out with friends or do some work on the laptop.  All thumbs up Latte with the moist coffee cake
5412,Cuv̩e Coffee Bar,""" 2/14/2015 2 check-ins This place really treats coffee as a craft",and if you're looking for something different their cold brew will hit the spot. The draft beer
5413,Cuv̩e Coffee Bar,""" 6/25/2015 Potential sign out front: """"Hey Cuvee customers",we do not offer wi-fi. We believe in a fun
5414,Cuv̩e Coffee Bar,""" 9/17/2015 Updated review 2 check-ins Coffee shops on this side of town are getting more and more crowded. Seating",parking and a backed-up queue at the register are common place. Because of its location
5415,Cuv̩e Coffee Bar,""" 8/29/2015 1 check-in I arrived in Austin around 11:30 PM on Thursday evening",Friday morning I needed my coffee. After having breakfast tacos
5416,Cuv̩e Coffee Bar,""" 3/28/2015 2 check-ins An amazing Austin coffee shop. Delicious coffee",and some other great food and drink options as well. Perfect for a relaxed weekend trip. Front entrance
5417,Cuv̩e Coffee Bar,""" 7/5/2016 I drink Black and Blue like it's water",its on tap at my local pub. I wanted to check this place out since I love Cuvee so much and have also been on their roastery tour as well. The place looked cool
5418,Cuv̩e Coffee Bar,""" 11/5/2014 2 check-ins People who don't understand the negative reviews weren't served by the young lady that took my order on (10/28/14) at noon and it wasn't Becca. I walked in and wasn't greeted (already sized up by girl)",okay that's kinda typical Austin
5419,Cuv̩e Coffee Bar,""" 3/13/2016 1 check-in tried their cold brew with vanilla syrup and it was just okayy. i didn't realize that their flavored syrups didn't add any sweetness","so i just added a touch of milk and left. should have thrown some simple syrup in there! the menu is fairly limited and it's not made immediately clear if their espressos + milk are lattes or cappuccinos. but they do have almond milk for $1 extra. nice to have that option! """
5420,Cuv̩e Coffee Bar,""" 4/26/2016 This place has the best coffee. I've had the regular black coffee and almond milk late. Both of them were the best I've had in town. Complex","rich and smooth. """
5421,Cuv̩e Coffee Bar,""" 5/23/2015 2 check-ins Coffeehouses these days open up to a minimalist","modern decor without making you feel like you are at home. I guess you can call me old fashion because I like my coffeehouses to have some character to them. I don't mind if they don't have wifi. That doesn't really deter me from trying out new coffeehouses. In the morning they have Tacodeli tacos along with their usual coffee. Why am I giving it three stars? I'm going to be in the minority as say their iced brewed coffee was gross. I don't know what they put in it but it left a really bad taste in my mouth. Cuvee has good hot coffee but I don't know what is up their cold brewed coffee. """
5422,Cuv̩e Coffee Bar,""" 1/31/2016 Cuvee isn't new to the coffee game! I've been buying their whole beans every since I moved to Austin so I was excited when Mike McKim announced they were opening a coffee bar. They treat their coffee as a craft! I started by trying three of their beers on tap. I had Austin Beerworks' Sputnik",Blue Owl Brewery's Dapper Devil
5423,Cuv̩e Coffee Bar,""" 2/21/2015 1 check-in Definitely loving the vibe from this place. Very state of the art coffee brewing. And it's all home based! Perfectly timed pour over coffee and in built counter espresso machines. And I had to try the coffee that everyone raves about",nitrogenated cold brew. Very tasty and very refreshing. Beer on tap and canning available as well.  Small parking
5424,Cuv̩e Coffee Bar,9/12/2015 1 check-in Listed in Pour Overs VERY GOOD Pour Over. Well made in a laid back setting,4.0 star rating
5425,Cuv̩e Coffee Bar,7/15/2015 Three words: Nitro Iced Coffee!  I don't give a flip whether they have wifi or not - and it *does* say No Wifi in block letters on the front door.  They have Nitro Iced Coffee!  And I didn't have to drive to South/West Austin to find it either.  Yay!!!,5.0 star rating
5426,Cuv̩e Coffee Bar,""" 12/29/2015 Good coffee but way over priced. The employees should smile more. And the suggested tipping with the their tablet just makes checking out akward","especially when the barista is more concerned about whos texting her than the quality of my 7 dollar coffee. They should hire better employees and pay them more. """
5427,Cuv̩e Coffee Bar,""" 10/29/2014 I don't understand the negative reviews. I agree that the price is a bit high but if you compare it to any other third wave coffee shop in Austin like Houndstooth or Brew and Brew",that's what you get.  This place has the best cold brew in town! It's hard for me to order anything else because I don't wanna miss out on the cold brew on tap. The scones that they have  are also delicious
5428,Cuv̩e Coffee Bar,""" 6/15/2015 The cold brew at Cuv̩e is simply some of the best in town. It comes out of the tap like a fizzy beer",and I love it.  The decor inside is amazing and rustic.  The baristas are friendly and knowledgable.  The seating promotes chatting with your neighbors and I am always a fan of meeting my community over a cup of Joe.  Only complaint is that there is no Wifi.  While I understand that this promotes socializing
5429,Cuv̩e Coffee Bar,""" 7/8/2016 Stopped in here for a morning cup of coffee while we were visiting Austin since we heard a few nice reviews about it. We ordered two cups of their nitro cold brew and grabbed a bar that they had at the counter. The two female baristas were running a smooth operation and were great servers",and the store was nicely decorated
5430,Cuv̩e Coffee Bar,""" 1/31/2016 While the is coffee quite exceptional they could be possibly the only coffee joint in the world without WiFi",a fact in which I take with exception. It seems somewhat pompous and arrogant in the most hipster of senses. Like seriously
5431,Cuv̩e Coffee Bar,""" 10/18/2014 1 check-in Straight to the point",their coffee is good
5432,Cuv̩e Coffee Bar,""" 5/3/2015 Coffee is great but the second I made the mistake of asking if they had wifi",which I understand. However
5433,Cuv̩e Coffee Bar,9/8/2015 I don't typically like iced coffee but I really like it here! I love the easiness and their patio seating for my people -watching-habit!,4.0 star rating
5434,Cuv̩e Coffee Bar,3/3/2016 3 check-ins Very impressed. The nitro coffee was great. Very smooth. Good location and great space to hangout. The staff is personable. Greeted right when you walked in. Ordered was taken with in minutes and paid for and was able to enjoy. Very good place for coffee. Worth the drive or what not to have the nitro coffee.,4.0 star rating
5435,Cuv̩e Coffee Bar,""" 5/9/2015 We go to the Counter Cafe & have to wait",so we go to Cuvee next door
5436,Cuv̩e Coffee Bar,""" 3/2/2016 Slowly working my way through Austin coffee spots... I suspect this is as good as it gets. I can only speak for the Americano I ordered",but It was clear that the baristas
5437,Cuv̩e Coffee Bar,""" 9/6/2015 Coffee was great","baristas served good quality drinks. Recommend stocking up with their coffee beans! Mocha Latte """
5438,Cuv̩e Coffee Bar,""" 2/15/2015 1 check-in Stumbled upon this place while waiting for a table at the restaurant next door.  This place has no frills coffee at very reasonable prices",but the real star was the cold nitrogenated coffee. This nitrogen infused coffee is less bitter than typical cold brewed coffee and was super creamy. Also
5439,Cuv̩e Coffee Bar,""" 2/21/2016 Awesome little coffee shop/bar. Have 5-6 taps with usually a great spread of craft beer. The nitro iced coffee is amazing and they'll even add some to the nitro beer they have on tap","this is a must! The staff is friendly and very helpful. I will absolutely return. """
5440,Cuv̩e Coffee Bar,""" 7/3/2015 What's not to love? Wonderful coffee",wonderful staff
5441,Radio Coffee & Beer,""" 11/25/2016 This is a quintessential south austin coffee house. Anyone from Austin knows exactly what I mean. When you walk inside to order the aroma of their coffees instantly put you at ease. Plenty of seating outside","but somewhat limited inside. Staff was nice & efficient. The traffic flow of getting our orders was a distorted & seemed to add unneeded wait times. Overall I'd recommend this for coffee or beer """
5442,Radio Coffee & Beer,11/21/2016 1 check-in A great coffee (and wine and beer) bar. Starbucks has nothing on this awesome original place. Very crowded - always. Great vibe and great drinks. Free wifi,5.0 star rating
5443,Radio Coffee & Beer,10/13/2016 LOVED this spot in Austin! We stopped by for breakfast and coffee one morning - and it did not disappoint.  The coffee was DELICIOUS - really well brewed and fresh.  They have a number of food trucks out in the back - but be warned - the lines and wait can get long if you get here at peak breakfast / brunch hour.  The tacos were DELICIOUS though - and the granola and yogurt I got from the African food truck was honestly the best yogurt and granola I have ever had.  The tables outside are a great place to hang out and enjoy your morning - and there is a flea market on weekends!  Have a lot of love for this place - I'll be back if we swing through Austin again.,5.0 star rating
5444,Radio Coffee & Beer,""" 10/25/2016 Walking in the parking lot at first it's a bit odd to distinguish where the coffee shop is. They have a cute little patio that is dimly lit and very relaxing. As you walk in there is a food truck with awesome food and then to your left the coffee shop. It's really nice in there it was about to close",but they had a lot of seating and lots of cool drinks including alcohol. It's open late so it's a nice place to go and have some drinks or coffee with friends or even a casual date night. My Carmel Latte was to die for and my other half's Dirty Chai was on point. They also had a Zucchini bread that caught my eye as we were about to pay and of course I had to try it. Well it was delicious
5445,Radio Coffee & Beer,""" 8/22/2016 1 check-in Wouldn't regularly visit but was worth stopping in since I was in town. Only had a chai tea so nothing crazy or that specialty. Clean place",quiet so I could see working in the early morning
5446,Radio Coffee & Beer,""" 6/23/2016 5 check-ins Listed in Let's get a Drink in Austin Radio has turned into one of my favorite places in South Austin to stop in for a drink or food.  It helps that one of my favorite food trailers is on their property - Cazamance!    They serve coffee and beer and other random drinks.  They have nice local beer which make my husband and I happy.  They also have a variety of different teas",which makes me even happier!  I love their iced hibiscus tea!  It's about $2 and change and you get a free refill.  Not bad at all.    Radio has plenty of seating inside and lots of covered seating outside.  Some evenings they have live local musicians playing which is a blast too.  I have been here for lunch
5447,Radio Coffee & Beer,""" 11/26/2016 2 check-ins Let me preface",I hate South Austin.  I really loathe driving there but love people and places down here.  If I go south of the river
5448,Radio Coffee & Beer,""" 11/13/2016 1 check-in Lots of outdoor seating with a couple food trucks on the lot. One is called Cazamance and is African cuisine",another is Veracruz Mexican. Indoor seating available too. They play music both outdoor and indoor at a medium level
5449,Radio Coffee & Beer,""" 11/20/2016 Radio is so superbly casual that you feel like you could walk in in loafers and code away. Their beer selection is local",fun
5450,Radio Coffee & Beer,""" 8/4/2016 9 check-ins Wins: - Great selections of beer",wine
5451,Radio Coffee & Beer,""" 10/17/2016 1 check-in This is my coffee joint! I bring my laptop here and grab an Americano or a latte (3-5 bucks depending) Good prices",friendly staff
5452,Radio Coffee & Beer,9/19/2016 1 check-in I just don't get it. It's ridiculously loud. Kids running around everywhere. Picnic tables in dirt. And literally the worst chai latte in the world. It taste like dish water. Why not go to a bar if you want beer? I've tried three times. Are we this desperate for a place to hang out? I'm giving it two stars instead off one because they carry Moonlight Bakery. Even the breakfast tacos from the food truck are mediocre. I truly wonder how many of the five star reviewers even hang out here still?,2.0 star rating
5453,Radio Coffee & Beer,12/3/2016 This place is why people go to Starbucks.  No wifi on weekends?  No rhyme or reason to how to order?  Very very very very terrible.,1.0 star rating
5454,Radio Coffee & Beer,""" 6/10/2016 1 check-in This place has an amazing atmosphere.  Came here the other night to hang out for a friend's birthday and to grab some drinks.  Unfortunately it was about to rain","so we decided to hang out inside but the outdoor space looked like so much fun.  They have lots of covered seating and food trucks every night - definitely want to sit out there at some point during the summer!  The inside was not disappointing by any means.  They had a great live band that brought in a great audience.  The music was awesome and was not too loud to have a conversation. I bet they have great bands all the time here.  Oh and the best part is that they have Left Hand Milk Stout on Nitro! It was like having an adult milk shake - so creamy!!  I'd definitely recommend this place to hang out with friends - it's a bit dodgy to find parking but after you get over that hurdle it's smooth sailing from there! """
5455,Radio Coffee & Beer,""" 9/19/2016 Cool place for coffee or beer. Would rate higher but they turn off the wifi at 5.. may as well turn off the lights too if they want customers to leave so bad. Ohh and I'm pretty sure they do not have AC.  Hopefully management changes some things","would make for a great establishment if they fixed the above. """
5456,Radio Coffee & Beer,""" 11/15/2015 9 check-ins My absolute favorite place to grab a capucino and a beer at the same time. Easily the best patio for a coffee/bar combo. I usually come around 11am",so I am always undecided whether to get a 512 or coffee
5457,Radio Coffee & Beer,""" 11/6/2016 The LOUDEST coffee shop I have ever set foot in",bar none. Mediocre customer service. Fantastic soy cortado. Important note
5458,Radio Coffee & Beer,""" 9/21/2016 1 check-in This place is so awesome. Great",large outdoor space that is beautiful - lots of plants and sun. They have great beer and coffee too
5459,Radio Coffee & Beer,""" 10/8/2016 Added parking",thank God
5460,Radio Coffee & Beer,""" 8/13/2016 2 check-ins Awesome service",awesome menu... Just awesome. This place is great for a drink and or coffee. Has indoor and great outdoor seating. Pet friendly. The aftermath. Sorry all
5461,Radio Coffee & Beer,""" 5/18/2016 I love this place. Chai tea is phenomenal",the place is comfortable
5462,Radio Coffee & Beer,""" 7/26/2016 Well",I can't give 2 stars to a place I choose to go back to often
5463,Radio Coffee & Beer,""" 2/28/2016 5 check-ins I've lost my edge. I've become a hermit",and even more bitter. bet you didn't think that was even possible.  when I first began going to Radio
5464,Radio Coffee & Beer,""" 8/25/2015 1 check-in I'm in love. It's so perfect. In every way ;)  First of all",there is plenty of seating inside and outside and you can even just bring a blanket and sit on the grass...with your dog. Like the good old days.  Second
5465,Radio Coffee & Beer,""" 4/6/2016 Updated review 198 check-ins More parking added! Just behind the coyote mural. Great coffee. Super staff. Quiet in the mornings until around 8:45. I love that it's an old house","and how can you beat a place that you can both start and end you day? Events after hours from live music to movies and trivia night. Did I mention a great happy hour?!? """
